Complaint ID,Product,Consumer complaint narrative
13917431,Credit card,
13056200,Credit card,
13895149,Checking or savings account,
13656290,Checking or savings account,
13855822,Checking or savings account,
14157636,Credit card,
13925448,Checking or savings account,
14100249,Credit card,
13806431,Checking or savings account,
14081028,Checking or savings account,
13944366,Credit card,
13758108,Credit card,
13997039,"Payday loan, title loan, personal loan, or advance loan",
13790416,Checking or savings account,
13528258,Credit card,
13269592,"Money transfer, virtual currency, or money service",
14001674,"Money transfer, virtual currency, or money service",
13705585,Credit card,
13962554,Credit card,
13749745,Credit card,
13696620,Credit card,"I had dental plan I was paying for a dental plan on a a credit card for XXXX XXXX to take {$68.00} for my individual plan monthly from that credit card. I did not set up automatic payments. 
I had to cancel the dental plan which XXXX XXXX did. But then I saw I was still charged {$68.00}. XXXX XXXX took care of this. 
But I had filed a dispute with the credit card because there still was acharge from XXXX XXXX on my card for {$68.00}. 
The dispute was denied me. And there is still {$68.00} charged on my credit card for a plan I have not had in months and XXXX XXXX acknowledges that I no longer have that plan. 
I have my XXXX XXXX XXXX XXXX XXXX. 

First National Bank of Omaha is still charging me the {$68.00} and did nothing about the dispute. 
On the XXXX XXXX side they have taken care of everything and my plan and all charges were cancelled. 
The credit card company is acting in fraudulent matter making me pay a charge for something I no longer have,"
13944657,Checking or savings account,
13888988,Checking or savings account,
13919300,Credit card,
12807850,Checking or savings account,"I am filing a formal complaint regarding Fifth Third Banks unacceptable handling of a verified payroll direct deposit from my employer, XXXX, in the amount of {$9200.00}. 

The deposit was sent on Wednesday, XX/XX/XXXX, at XXXX p.m. XXXX XXXX, and I received a pay stub with full confirmationincluding the advice number and correct routing/account info ( ending in XXXX ). Despite this, Fifth Third has : Failed to show the deposit as pending or posted Provided inconsistent and vague responses when I called multiple times Blamed the delay on the fact that it was my first direct deposit Ignored the fact that this is a legitimate payroll transaction through the ACH system Left me in a crisis situation with no access to food or housing while waiting for funds Ive already earned I was told repeatedly that the bank just started processing and that I would need to wait until Friday, XXXX XXXX official payday. However, Fifth Third actively advertises XXXX XXXX access, claiming funds are released as soon as theyre received. 

This was not honored. There was no communication that first-time deposits would be excluded or held for manual review. 

This delay has directly jeopardized my housing and left me unable to secure a place to live, despite having a verified deposit sitting in your system. The emotional and financial stress this has caused is unacceptable, and I am demanding : A full explanation for the delay and lack of transparency A review of your policies surrounding XXXX XXXXy for new accounts Written acknowledgment that Fifth Third delayed access to a verified, employer-originated deposit If no resolution is provided, I will escalate this to all appropriate regulatory and media channels. 

Sincerely, XXXX XXXX ( Account ending in XXXX )"
14047020,Credit card,
13883545,Credit card,
14050656,"Money transfer, virtual currency, or money service",
13869620,Checking or savings account,
13863438,"Payday loan, title loan, personal loan, or advance loan",
14096004,Credit card,
13864649,Credit card,"I've had my Citi XXXX card XXXX years. 

That Citi XXXX  card that has a XXXX to XXXX Benefits included inside my banking app. The reason I had chosen this card was for its rental car protection coverage. This coverage is included in my Guide to Protected benefits in the section called Master Rental XXXX. 

On XX/XX/XXXX I was involved in an uXXXX XXXX XXXX XXXX XXXX XXXX XXXX while I had an XXXX XXXX XXXX  where I used my Citi card for payment. 

On XX/XX/XXXX, I contacted the Citi XXXX XXXX where a representative confirmed I had the protection. That representative warm transferred my call to XXXX who processes the protection. On the same day/call XXXX from XXXX indicated XXXX could not verify the coverage and escalated the incident. XXXX did assign an escalation claim and reached out on another occasion ( XX/XX/XXXX ) to gather all the information from me as part of their escalation. They indicated it would go back to Citi for escalation and verification. 

On XXXX, a representative from Citi XXXX office ( XXXX ) contacted me to state that they received the escalation and are declining the coverage stating it is not included. When I again questioned why I was told by their representative that I had the coverage and my individual guide "" XXXX XXXX XXXX XXXX XXXX '' included the "" XXXX XXXX XXXX XXXX  I was told her office reports to directly to the XXXX  and they do not know why I was provided incorrect information, but it is not covered. 

I feel this is a clear miscommunication and deceptive practice. I did advise them the reason I chose this particular card was for this protection. I've rented cars dozens of times over several years with the understanding I have this coverage. Now, despite the terms they have provided to me in writing, they have simply said no coverage. 

As added information, On XX/XX/XXXX I made copies of the XXXX XXXX XXXX XXXX and the XXXX XXXX XXXX that was included in my app for my card. After sharing this concern to both Citi and XXXX, I noticed on XXXX after Citi called me with their final determination, the XXXX is no longer included in my app. This feels like an indication of their fault that was identified and correspondingly removed."
13913142,Credit card,
13786815,Checking or savings account,"I have many complaints. 1. U S. Bank account XXXX 2. XXXX XXXX XXXX XXXXXXXX money transfered threw XXXX account XXXX routing XXXX  3. XXXX XXXX XXXX XXXX XXXX XXXXXXXX now just kdw on the account 4. XXXX both crypto and my bloom account 5. XXXXXXXX XXXX XXXXXXXX XXXX I put money into both but they can't find accounts? 
6. My current XXXX XXXXXXXX first XXXX last of account number. 
I have had money coming in steady yet I have not received even XXXX XXXX all these accounts seem to have taken money then said they were closed down but when I use two of them they still work I had a quick ooks that had money in it as well but even that said it wasn't any longer valid I think someone is tapping my phone after they recieved my account info and not letting me actually get any money while they steal. It from under my nose. It's been 7 yrs of straight people stealing. I also had an acceptance letter from the IRS with nothing coming back for that as well I have some. Business licenses and I need to figure out my financial stuff but I can't find a lawyer I have no car I live in a small town and I desperately need help not to mention I have a XXXX problem which makes everything so much worse even though I do have a prescription. I don't do XXXX!"
13887496,Checking or savings account,
13959569,Checking or savings account,
13910322,"Payday loan, title loan, personal loan, or advance loan",
13913525,"Money transfer, virtual currency, or money service",
14159342,Credit card,
13590581,Credit card,"Misleading Boarding Benefit with AAdvantage Citibank Card I signed up for the AAdvantage Citibank card specifically for the priority boarding benefit. I was led to believe this would allow me to board before general passengers. 

On XX/XX/year> Flight number XXXX from XXXX to XXXX, I attempted to board early and was denied at the gate and told to board with general boarding. This caused public embarrassment and frustration. I later learned XXXX XXXX is considered priority, but in practice, it boards after elite and premium members, and just before true general boarding. This does not align with what most customers would reasonably expect from priority boarding. 

Furthermore, when I called customer service to clarify, I was spoken to rudely by an agent named XXXX, ID # XXXX. I felt dismissed and demeaned. 

I request a formal review of this situation. At minimum, I would appreciate an acknowledgment of the misleading nature of the benefit, and compensation for the embarrassment and lack of service."
14046712,Credit card,"I was unable to login my account to pay my bill I dont know if it was app related or account related so I called. The first time I called they asked for all of my personal information everything except the card information, my birthday, social, password, zip code. I refused because thats too much information to be giving to a foreign agent working on behalf of XXXX. I asked for an escalation and the next person requested the same thing. It became a recurring thing everytime I called to try and pay resulting in me not being able to pay. Under U.S. laws and industry standards ( like PCI-DSS for credit card security ), companies are required to protect your personal and financial data and the company failed to do that. As I have been involved in three credit breaches I didnt feel comfortable or safe giving my information out."
13966649,"Money transfer, virtual currency, or money service",
13936585,"Money transfer, virtual currency, or money service",
13875368,"Money transfer, virtual currency, or money service",
13383629,Checking or savings account,Already complaint ti XXXX  and Bank of America for this matter still not being resolved this is getting out of had i called them 3 days in row even. Ask for to a Supervisor XXXX about this problem because they way is been handle is not a usual the fraud department of Bank of america didn't do the steps to attached the documents i send to all 3 claims and taking more time all the to be resolved i even explained to them this is affecting financially and emotionally I had to go a XXXX because this affecting me with XXXX  and stress I send a documents today written about what I'm feeling and I'm going through i even explained that in a process to buy house and this wouod affect me nothing NOTHING. Has been done I WANT MY MONEY now ot today I'm going lawyer because I don't have no more patience # XXXX # XXXX # XXXX this are my 3 claims
14153440,Credit card,
13927883,Checking or savings account,
14178514,Credit card,
13479772,Checking or savings account,"We opened a business checking account XX/XX/year>2025. We deposited {$5000.00}. Ordered checks which we received. Opened the online account and can see the {$5000.00} deposited. Received an ATM card 10 days later and activated it. All good. No suggestion that there was a problem at all. 

XX/XX/XXXX was notified by our business partner that his wire transfer did not go through. 
XXXX called the local banker with whom I set up the account. He suggested that we drop the leading "" XXXX '' on the account number and perhaps that was why it didn't go through. 

XX/XX/XXXX, business partner again tries to wire money for a lesser amount and same thing. 
His bank tells him it's because the account number does not match the company information and is rejected by Citibank. The account number and routing number all match. Call banker and he says account is on hold and he's going to look into it. 

XX/XX/XXXX Banker called and says there was a mistake on the papers he submitted so I should come back in and sign a corrected one. Banker says there was a hold b/c of this but when he sends it in, it'll be cleared. 

XX/XX/XXXX Call Banker account still not cleared. He is calling Citibank to figure out why. 

XX/XX/XXXX Banker calls and says I need to call Citibank 's Fraud department because they're the ones putting a hold my business account. I call them- a 25 minute call, they tell me it's not their department that has put the hold on, they transfer me to their "" Know Your Customer '' department. I talk to the "" know your customer '' department, they say, no it's not us, they transfer me to the business services contact department. They tell me, "" no it's not us, it's the the "" Know your customer department '' and send me back to that department and they again tell me no it's not them. 

XX/XX/XXXX, I call my local banker, and tell him no one seems to know what I'm talking about. No one seems to know why the account is blocked and no department I talked to is taking responsibility for the block. 
XX/XX/XXXX Monday, I call the banker and say, I '' m coming in to close the Account. I'm done. 
While driving to the bank branch to close the account, he calls and says, "" you can't get your {$5000.00}. back today because your account is pending closure by the Fraud department. 
I'm like "" what the heck?! '' Why?? No one can tell me. The Fraud department the previous Thursday denied it even had a block on my account.

So, I learn my account is being closed, nearly one month after it was opened.

I don't know why it's being closed and no one can tell me. AND FURTHER, my banker can't tell me when I might get my {$5000.00} back. What I have been told is that Citibank will send me a letter telling me that my account was closed and then they have up to 90 DAYS to return my {$5000.00}."
13948827,"Money transfer, virtual currency, or money service",
13682317,Checking or savings account,
13738221,Checking or savings account,"My wife and I are retired and travel on our sailboat along the eastern coast of XXXX during the warm months. We have a physical address on file with Wells Fargo. However, we use a mail box service for our mail since we are not home to receive mail a lot of the year. On XX/XX/year> I received an email that access to my accounts with Wells Fargo may be affected and I need to go to the message center for more info. That message center message said that I need to come into a Wells Fargo branch before XX/XX/XXXX to verify my identity and address or my accounts may be closed. We are on our boat on the XXXX XXXX for the summer. We don't want to leave our boat and we also have no car with us. I have offered to email scans of drivers license, voters registration card, XXXX XXXX documents, etc.... but have been told I have to physically come into a branch. The nearest XXXX to me is in XXXX, XXXX  which is approximately XXXX miles away. Since we dont have our car with us, I would have to pay a ride service for a round trip which would cause a financial burden. I have been a Wells Fargo customer for decades with no overdrafts, no late payments, etc.... If Wells Fargo still requires an in person visit, I expect to be reimbursed for all costs involved."
13801280,Credit card,
14028917,Credit card,
14183412,Credit card,
13682817,Credit card,
13965255,Credit card,
13885155,"Money transfer, virtual currency, or money service",
14004089,Checking or savings account,
14075098,"Payday loan, title loan, personal loan, or advance loan",
13646387,Checking or savings account,
13705686,Credit card,
13818872,Credit card,
13914309,Credit card,"It started when Synchrony Bank closed my XXXX XXXX credit card I opened this account XX/XX/XXXX the last time I used that card was XX/XX/XXXX. And when I tried to use it in XX/XX/XXXX Synchrony Bank closed it XX/XX/XXXX saying Synchrony Bank indicative of high risk of failure to pay. When the account have been paid off over a year if they had said lack of use I would have understood. 

Now XX/XX/XXXX went to Lowes charged XXXX, no problem. Then I paid it off. XX/XX/XXXX I charged XXXX and paid that off. Went back to Lowes to make another purchase and found out that they close my account, and when I called Synchrony Bank they told me Lowes handle their own accounts, and Lowes told me Synchrony handles this account and theres nothing they can do about it. Lowes went on and looked up my account and said Synchrony Bank indicative of high risk of failure to pay. my account was paid in full XXXX XXXX charged over {$10000.00} and paid that off. 

I opened this PayPal Master card XX/XX/XXXX I charged a lot on it paid it off and please know I always pay early they get little to no interest. Well I have been charging on it since. The last time I charged on this card was XX/XX/XXXX when I charged {$380.00} I had no problem, back in XXXX XXXX I purchased something from XXXX that cost XXXX which I never received, so I filed a claim with PayPal Master Card and they took the {$200.00} off until after investigation so kept checking my PayPal Master Card account, XX/XX/XXXX I see the {$200.00} show back on my PayPal account, so I called them to ask why am I seeing this {$200.00} when I filed a claim they told I never filed, so I ask them if I could file now! and they said yes! so I filed again this time they never removed the {$200.00}. 2 days later XX/XX/XXXX I went on a just paid it in full. I dont know whats going on but I do know its not right. Synchrony Bank Owns the rights to this card. They closed the Card XX/XX/XXXX. Saying Synchrony Bank indicative of high risk of failure to pay. 

PayPal credit I had for a very long time more than 15 years whether I used the credit or not they have never turned that credit off. But thats not the case right now Ive been using this credit for the last few months last used XX/XX/XXXX and XX/XX/XXXX Synchrony closed the account saying Synchrony Bank indicative of high risk of failure to pay. 

JC Pennys Master Card : the last time I used this card was a long time ago maybe XX/XX/XXXX It doesnt really matter that they closed this card but it has been almost 3 years and it was open until last month XX/XX/XXXX and closed like the other one and they were being used. It didnt matter to Synchrony Bank whether the card was being used and paid for or not they because they still closed the account and the same thing Synchrony Bank indicative of high risk of failure to pay. I always paid on time or before time. Whenever you see Synchrony Banks name on something run."
13926933,"Money transfer, virtual currency, or money service",On XX/XX/year> I accidently made the error of sending some funds to an external account I had with netspend from my originator bank with XXXX that same day they were gon na send me an ace elite prepaid card on XXXX day expedite by mail witch they said would have the funds so that I can activate the card and pull out the money witch was {$250.00} so turned out that I had negative balance of XXXX dollars with some cents I said thats fine take whatever the negative XXXX be and so before receiving the card they took out the money and sent it by check on XX/XX/year> to supposedly my originator bank I spoke to my originator witch is XXXX they said they had not received anything and that if it did not have an account number to go into it was gon na get sent back to netspend witch they never requested my account number to beging with. I've had several agents from netspend tell me diffrent information that the check was sent XX/XX/XXXX then XX/XX/XXXX then XX/XX/XXXX and so forth now at this point I have no idea where the money is at and I have not been contacted by anybody from the company the total.amount that I am waiting for is {$220.00} we are in XXXX already i would really appreciate the help to find a solution for this.
14007143,Credit card,
14078410,"Money transfer, virtual currency, or money service",
12539300,Checking or savings account,"Hello, My name is XXXX XXXX. I am contacting about my debit card dispute with USAA that initiated in XXXX and still does not seem to be complete. I am getting all my provisional credits taken back, even though I have proof that my card was stolen. I called about a month after I got my replacement card, issued after I filed the dispute in XXXX, was not working and money was being debited from my account again by USAA. I then called USAA and was informed that they are exercising their right to no longer do business with me and will be returning any remaining money to me within 60 days. It has been well past the 60 days and my documents have not been reviewed, I have not gotten any money back, and just been provided terrible customer service. There is video footage from establishments I claimed on my dispute, showing the purchases were not done by me. No investigation was taken seriously and I have been repeatedly kicked when down, even though I am the victim of theft. Also, addresses on orders that I have never lived at were used from my card. The text I provided is from XXXX XXXX, my ex friend who stole my card. She also stole my XXXX debit card and I can almost guarantee the addresses and names used for the order match up to her or members of her household at XXXX  XXXX XXXX XXXX, XXXX, CA. My dispute case with XXXX was resolved in my favour. I was stolen from not only financially, but physically. This situation is getting worse and worse for me not being able to access any money I own or paying back credit cards."
13763897,Checking or savings account,
13903411,Checking or savings account,
14022702,Checking or savings account,
14218847,Credit card,
13697533,Checking or savings account,
13848921,Checking or savings account,
14063458,Credit card,
13791743,Credit card,
13925730,Credit card,
13740553,Checking or savings account,
14047103,Credit card,
13869572,Checking or savings account,
13846899,Checking or savings account,
13699306,Checking or savings account,"Wells Fargo decide to withheld a check which will cause me with overdraft fees from automatic payment, they have email me that I need to verify the check, which I did and was able to provide evidence for, they will not take the evidence and told me they cant do nothing about my check being held & I need to wait until XX/XX/2025 until my check clears, Im not sure why they send an out an email and when you go ahead and follow the instructions they still held my check and left my without funds for a week."
13916382,"Money transfer, virtual currency, or money service",
14165570,"Money transfer, virtual currency, or money service",
14028340,Checking or savings account,I filed a dispute with Wells Fargo on an unknown charges. I even had my debit card charged which caused a lot of trouble for me. They meted following the claim online. I then saw the money charged back to my account and the online claim status said CLOSED Updated XX/XX/year> Good news! We credited your account and closed this claim. Now I go in and they are taking the money back from my account stating they checked and there was no fraud involved. Now I have a negative balance on my account and when my paycheck comes in it will wipe it out. I will be unable to pay my rent or other bills. I tried speaking to Wells Fargo and they said it is an automatic system and they can not do anything about it. I understand if its owe the money but couldnt they have worked with me so I can pay my rent and bills along with this charge.
13924580,Credit card,
13913905,Credit card,
13922502,Credit card,
13233739,"Money transfer, virtual currency, or money service","XXXX Client : XXXX XXXX XXXX XXXX # : XXXX Contacted Retirement Services again and another timeline was provided for the simple transfer of my money from the IRA into my checking. 

Spoke with XXXX a XXXX at Citibank whom added another extension to the deposit of the funds from my IRA into the checking account. 

On Friday XXXX the representative stated that it takes XXXX hours to post into my account. 

Now XXXX added XXXX hours more stating the money would be available on Friday XX/XX/year>. 

Citibank continues to change the dates and is not honoring their deposit timeline. 

Please deposit the money from my IRA into my checking. 

XXXX XXXX XXXX"
13863806,"Payday loan, title loan, personal loan, or advance loan",
13749496,Checking or savings account,
13941218,Credit card,"What happened : I have a XXXX XXXX credit card issued by Citibank, which I applied for and used once online to purchase appliances. I never activated the physical card that was mailed to meit has remained in my locked safe, still unactivated with the original activation sticker. 

On XX/XX/year>, I noticed an unexpected auto-debit from my checking account for a minimum payment to Citi. My XXXX XXXX card has had a {$0.00} balance for years, so I logged into my account and discovered a new, unauthorized transaction for {$1900.00}. I immediately contacted Citibank to report it as fraud. This is Case # XXXX according to their records. 

While following up with XXXX XXXX and Citis fraud teams, I was told the purchase occurred in-store and that the item had later been returned for cash. This was especially concerning, as it indicates someone used my account fraudulently, and the store and Citi allowed the transaction and refund to occur without properly verifying identity or card activation status. 

Despite my immediate fraud report, and despite the physical card never being activated or used, Citibank sent me a letter on XX/XX/year> stating thatbecause the transaction happened near where I livethey have determined it was not fraud and are rebilling the charge to me. 

Why Im filing this complaint : Citibank has failed to properly investigate this fraud claim and is holding me liable for a charge I clearly did not authorize or benefit from. The card has not been activated or used physically, and I reported the fraud immediately upon discovery. The cardholder agreement outlines protections against unauthorized charges, and I believe Citi is violating those terms. Additionally, XXXX XXXX enabled this fraud by not requiring identification for either the purchase or the cash return."
13911388,Credit card,
13855992,Credit card,
14061446,Credit card,
12966556,"Money transfer, virtual currency, or money service",
14107226,Checking or savings account,
13799432,Credit card,
14168552,Credit card,
13832700,Credit card,"I disputed this charge because I believe the service I received was misrepresented and of unacceptable quality. On XX/XX/year>, I was charged {$270.00} by XXXX for a paint protection film installation. I submitted a dispute to Wells Fargo on XX/XX/year>, explaining that the installation was grossly substandard and did not align with the promised quality or industry standards. Specifically : The edges of the film were lifting, showing improper installation. 
Air bubbles and visible dirt were trapped under the film. 
The film was cut into smaller sections instead of applied as a continuous piece, leaving areas unprotected. 
The film had scratches immediately upon installation. 
Most seriously, the installation caused scratches on my cars sensors, and one of the rubber rings around the sensors was damaged and partially missing. 
I have photographic evidence documenting all of these issues. Additionally, I had to incur further out-of-pocket expenses to have the defective film removed and replaced at another shop. 
Despite submitting this detailed dispute, I received no communication or follow-up from Wells Fargo during the investigation. Then, on XX/XX/year> more than four months later the {$270.00} was withdrawn from my account without prior notice or any explanation. I was never informed of the decision or given the opportunity to respond. 
I am requesting that Wells Fargo : Provide a formal written explanation for the denial, including what evidence and rationale were used. 
Review whether their dispute investigation process was handled properly, considering the excessive delay and lack of communication. 
If not, I request the disputed {$270.00} be reinstated. 
I also ask that Wells Fargo take responsibility for the lack of transparency and the financial inconvenience caused by this situation."
13901272,Credit card,
12372575,Checking or savings account,"Debit was card fraudulent used. Did a claim with Wells Fargo on XXXX XXXX for the amount of {$88.00} and {$790.00}. I received a letter on XX/XX/year> stating I am responsible for the transaction of {$88.00}. Contacted Wells Fargo and was told that the {$790.00} was still under review but they had evidence that I authorized the {$88.00}. Explained to them I did not do it. My info had to be stolen in their data breach or in another one because I been receiving letters and they said no thru had evidence. When asked for the evidence was told they couldnt provide it. When I asked to appeal it was told I couldnt. Asked for the merchant information was told they did not have it because Visa did the investigation. Called Visa and was told Wells Fargo has to appeal it. After 3 hours getting bounced between representatives nothing was done.

I did not authorize the transaction that I disputed and I dont want to be held responsible for a data breach where my information was stolen. Wells Fargo isnt willing to try."
13637010,Checking or savings account,
13444494,Credit card,
13452479,Credit card,
13724303,Credit card,
13984316,Credit card,
13906240,Checking or savings account,
13889298,Credit card,
13906432,"Money transfer, virtual currency, or money service",
14025547,Checking or savings account,
14119465,Credit card,
13239003,"Payday loan, title loan, personal loan, or advance loan",
13763814,Credit card,
13829959,"Money transfer, virtual currency, or money service",
13661302,"Payday loan, title loan, personal loan, or advance loan",
13869826,Checking or savings account,
14185475,Credit card,
13883239,Credit card,
14176117,"Money transfer, virtual currency, or money service",
13962769,Checking or savings account,
13947850,Credit card,
12054828,Credit card,I received a text message regarding a non-existent account:
13848757,Checking or savings account,
13704063,Credit card,
13914740,Credit card,
13901258,Credit card,
13938761,Checking or savings account,
13952513,Credit card,
13984540,Credit card,
13018371,Credit card,
14127116,Credit card,
13745657,"Money transfer, virtual currency, or money service",
13928255,"Money transfer, virtual currency, or money service",
13747416,Checking or savings account,
13956107,Credit card,
13849457,Credit card,
13934857,"Payday loan, title loan, personal loan, or advance loan",
14208708,Credit card,
13909018,Checking or savings account,
14183402,Checking or savings account,
14148756,Checking or savings account,
13906249,"Payday loan, title loan, personal loan, or advance loan",
13946159,Checking or savings account,
13733390,Credit card,"I am writing to dispute fraud charges for my previous Citi Credit card ending in XXXX totaling {$3900.00}, these charges are as follows XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX FL XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX FL XX/XX/XXXX {$400.00} XXXX  XXXX XX/XX/XXXX {$450.00} XXXX XXXX XXXX XXXX XXXX FL XX/XX/XXXX {$110.00} XXXX XXXX  XXXX XXXX XXXX FL XX/XX/XXXX {$420.00} XXXX XXXX XXXX XXXX XXXX FL XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX  FL XX/XX/XXXX {$420.00} XXXX XXXX XXXX XXXX XXXX FL XX/XX/XXXX TST Tap XXXX {$110.00} XXXX XXXX XXXX FL I received correspondence dated XX/XX/year>, stating that the charges totaling {$3900.00} were classified as non-fraudulent. I communicated with XXXX, a supervisor in your security XXXX XXXX Department, on XX/XX/XXXX and again on XX/XX/XXXX. She informed me that I must provide evidence proving my absence from the state of Florida at the time these charges were incurred. As a long-standing customer of Citi Bank , I have not utilized my Citi Card for an extended period, and my last visit to Florida occurred approximately XXXX years ago. I have included documentation from my credit cards and bank statements that verify my presence in New Jersey with these charges that were made. My credit history clearly shows that I have never made purchases from any of the retailers mentioned. I have consistently paid my bills on time without any disputes, making it perplexing that I am required to demonstrate my absence from Florida. I do not comprehend why Citi Bank has not reached out to the retailers involved to obtain video evidence of the individual ( XXXX ) responsible for these charges. 

If this matter remains unresolved, I will contemplate seeking legal counsel. This situation has caused me considerable XXXX XXXX and loss of sleep, negatively impacting my credit score.

I kindly request that you review the attached documentation and respond to me promptly with a resolution."
14012264,Credit card,
14159025,Credit card,
13894319,"Payday loan, title loan, personal loan, or advance loan",
13867897,Credit card,
12671981,Checking or savings account,"The banker told me I failed to qualify because the bank 's web page did not apply the correct code when my account was created ( I clicked "" Enroll today '' on the web page saved to a pdf ). I kept a copy of the web page and the link I used to create the bank account. It has been uploaded below. The banker, XXXX, still told me I am wrong and refuses to credit my account the {$450.00} I earned by meeting all of the bank 's requirements. I asked if there were any alternatives for me other than to file a complaint with the CPFB ; XXXX said no, there were no other alternatives available at this point."
13926712,Checking or savings account,
12959982,Credit card,"I opened a Capital One Quicksilver credit card on XX/XX/XXXX, with a {$1000.00} limit. A few months later, around XXXX XXXX, I was approved for a Capital One Walmart card with a {$2000.00} limit. Over the next 4 years and 6 months, I maintained a very good to excellent credit score, never missed a payment, and consistently used both cards responsibly. 

In all that time, Capital One only increased my total credit limit by a measly $ XXXX shockingly low and frankly insulting gesture. In comparison, my XXXX  XXXX XXXX card, which I opened around the same time with a {$1000.00} limit, has since been increased to {$8000.00}. Thats a {$7000.00} difference, showing that other companies recognized and rewarded my responsible behaviorCapital One did not. 

To make matters worse, the Walmart card was frequently glitchy, and neither card consistently honored the advertised rewards. Although rewards were not my primary concern, the lack of growth, lack of transparency, and lack of basic customer appreciation made the experience feel like a long, frustrating punishment for being a responsible customer. 

On XX/XX/XXXX, I finally decided to close both accounts out of disappointment. Unfortunately, that closure had a negative impact on my credit scoreadding insult to injury after nearly five years of loyalty that was never reciprocated."
13104433,Credit card,"Apple Card kept siding with merchant XXXX after they clearly violated policy on warranty and refund and exchange.

I was charged {$1600.00} for a washer and dryer both went defective within the first 2 months. I
contacted XXXX and was told I have to take item issues with manufacturer which is located in XXXX. As per XXXX policy they dont fix or help with items until 365 days after purchase. 

I contact manufacturer and it was terrible I even emailed them and they told me they got my inquiry and never responded until 3 months later.

So I disputed because none of my issues even got attempted to get fix by manufacturer. So when I disputed XXXX who said they cant do nothing until a year after purchase decided to contact me.

The only reason they contacted me is cause I disputed the charge but remember they cant do nothing for 365 days after purchase. With my dispute I provided Goldman Sachs with sufficient evidence of XXXX violating policy. 

Goldman Sachs kept siding with merchant. They kept giving me the credit back then reversing it saying my evidence wasnt enough when evidence clearly shows XXXX in the wrong. I told the XXXX consumer dept to come pick up their items it had been a few months and no help. 

I disputed charge multiple times and Goldman Sachs still sided with merchant. So I stopped paying them until issue was fixed and for them to reverse siding with the merchant. After multiple times of disputing and turning in same evidence over and over I gave up and they finally closed my account but they did it to negatively affect my credit. 

Also I was misled on interest rates. Goldman Sachs mishandled my disputes, engaged in misleading marketing and imposed wrongful charges on my account. 

My disputes were met with a few mistakes such as untimely responses, failure to provide required credits, inaccurate reports about consumers to consumer reporting agencies and failure to properly investigate and resolve the disputes that I submitted."
13864600,Credit card,
13960321,Checking or savings account,
13924609,Credit card,
13575386,Credit card,This Account # XXXX with balance of XXXX violates Metro 2 Guildlines by reporting both Charge off status and balance pass due according to FCRA and Metro 2 Guildlines.
13826686,"Money transfer, virtual currency, or money service",
13740300,Credit card,
13954618,Checking or savings account,
13874100,Checking or savings account,
13876592,Credit card,
13906413,Credit card,
14209523,Credit card,
13592685,Checking or savings account,"since XX/XX/year> my online banking was disabled, after that I knew that my XXXX accounts were closed by the bank, but I never received the balance I had on my account {$2.00}. I called customer service and I was referred to go to a branch, something is not possible because Im not XXXX XXXX  and I dont live right now there."
13973635,Checking or savings account,On Friday XX/XX/XXXX I took a check to Old National bank and cashed it from a company that owed me money. On XXXX I received another check so I deposited it in the ATM. A week before this same company wrote a check that I deposited thru the ATM as well. This particular transaction was posted to my account did XXXX days. Well not only did XXXX XXXX allow the stop payment to go thru and take the money out of my account then but today XX/XX/year> they do it AGAIN! This company owed me this money and the bank is just at will taking money out of account.
